raw_description,vat_code,cleaned_description,label
POS INTRA ACCOUNT TRANSFER BRISTOL ONLINE REF-3413,outside_scope,pos intra account transfer bristol online ref 3413,1
SQ *NATIONAL EXPRESS  PLC REF-2614,zero_rated,sq national express plc ref 2614,4
PAYMENT TO NATIONAL EXPRESS 9869 ONLINE PLC,zero_rated,payment to national express 9869 online plc,4
POS AMAZON UK 5663 GLASGOW ONLINE,standard_rate,pos amazon uk 5663 glasgow online,3
payment to uber eats 7427 manchester online,standard_rate,payment to uber eats 7427 manchester online,3
IZ *EON NEXT 3625  REF-8158,reduced_rate,iz eon next 3625 ref 8158,2
DD BRITISH GAS 3803  LTD,reduced_rate,dd british gas 3803 ltd,2
dd post office 4778 online ref-9779,exempt,dd post office 4778 online ref 9779,0
PAYMENT TO QUICKBOOKS 6278 BRISTOL UK,standard_rate,payment to quickbooks 6278 bristol uk,3
PAYMENT TO ASDA SUPERMARKET  DIRECT REF-4366,zero_rated,payment to asda supermarket direct ref 4366,4
SQ *EON NEXT 8050 ONLINE UK REF-9605,reduced_rate,sq eon next 8050 online uk ref 9605,2
pos hmrc shipley  store,outside_scope,pos hmrc shipley store,1
IZ *UBER EATS 2452 LEEDS UK,standard_rate,iz uber eats 2452 leeds uk,3
card deliveroo 7931  ref-7352,standard_rate,card deliveroo 7931 ref 7352,3
IZ *XERO SOFTWARE 7788  DIRECT REF-5262,standard_rate,iz xero software 7788 direct ref 5262,3
"2026-01-23 GRUBHUB TRANSFER 372.40 34,421.90",standard_rate,2026 01 23 grubhub transfer 372 40 34 421 90,3
SQ *EDF ENERGY 885 BIRMINGHAM ONLINE,reduced_rate,sq edf energy 885 birmingham online,2
PAYMENT TO OCTOPUS ENERGY UK,reduced_rate,payment to octopus energy uk,2
POS EDF ENERGY 7458 LONDON ONLINE,reduced_rate,pos edf energy 7458 london online,2
CARD XERO SOFTWARE 8438  PLC,standard_rate,card xero software 8438 plc,3
CARD AMAZON UK GLASGOW DIRECT,standard_rate,card amazon uk glasgow direct,3
IZ *STATIONERY STATION 2396  STORE,standard_rate,iz stationery station 2396 store,3
DD AMAZON KINDLE GLASGOW ONLINE,zero_rated,dd amazon kindle glasgow online,4
POS SAGE SUBSCRIPTION 9062 ONLINE PLC REF-6308,standard_rate,pos sage subscription 9062 online plc ref 6308,3
CARD TESCO STORES 9047 ONLINE UK REF-4613,zero_rated,card tesco stores 9047 online uk ref 4613,4
Payroll Transfer 9019 Glasgow Online,outside_scope,payroll transfer 9019 glasgow online,1
IZ *EDF ENERGY BRISTOL REF-5466,reduced_rate,iz edf energy bristol ref 5466,2
DD HSBC BANK FEES UK PLC REF-5753,exempt,dd hsbc bank fees uk plc ref 5753,0
POS STATIONERY STATION 5587  LTD REF-2754,standard_rate,pos stationery station 5587 ltd ref 2754,3
"2026-02-09 SYSCO FOODS 3,624.92 31,295.05",standard_rate,2026 02 09 sysco foods 3 624 92 31 295 05,3
CARD HMRC SHIPLEY ONLINE REF-4374,outside_scope,card hmrc shipley online ref 4374,1
SQ *BARCLAYS BANK 5809 BIRMINGHAM LTD REF-5051,exempt,sq barclays bank 5809 birmingham ltd ref 5051,0
Account Summary,standard_rate,account summary,3
SQ *MICROSOFT 365 8204 BRISTOL UK,standard_rate,sq microsoft 365 8204 bristol uk,3
HMRC SHIPLEY LEEDS ONLINE REF-6347,outside_scope,hmrc shipley leeds online ref 6347,1
DD ADOBE CREATIVE 9138  DIRECT REF-5617,standard_rate,dd adobe creative 9138 direct ref 5617,3
payment to sainsburys 8855 uk ltd,zero_rated,payment to sainsburys 8855 uk ltd,4
"Mar 12 US Foods - Meat & Dairy ACH-9923 3,680.00 76,714.80",standard_rate,mar 12 us foods meat dairy ach 9923 3 680 00 76 714 80,3
CARD HMRC SHIPLEY 2297 LONDON STORE REF-8317,outside_scope,card hmrc shipley 2297 london store ref 8317,1
DD DIRECTOR DRAWINGS ONLINE ONLINE REF-5335,outside_scope,dd director drawings online online ref 5335,1
Date Description Category Debit Credit Balance,standard_rate,date description category debit credit balance,3
SQ *TESCO STORES 8267 LEEDS DIRECT REF-1845,zero_rated,sq tesco stores 8267 leeds direct ref 1845,4
DD BOOTS UK 2200 GLASGOW REF-1456,standard_rate,dd boots uk 2200 glasgow ref 1456,3
Xero Software 6342 Uk Plc,standard_rate,xero software 6342 uk plc,3
IZ *TRAINLINE 2758 MANCHESTER LTD,zero_rated,iz trainline 2758 manchester ltd,4
IZ *TFL TRAVEL LONDON UK,zero_rated,iz tfl travel london uk,4
DD MICROSOFT 365 6287 MANCHESTER DIRECT,standard_rate,dd microsoft 365 6287 manchester direct,3
SQ *TESCO STORES  DIRECT,zero_rated,sq tesco stores direct,4
CARD ADOBE CREATIVE 4003  PLC,standard_rate,card adobe creative 4003 plc,3
PAYMENT TO AMAZON EU UK,standard_rate,payment to amazon eu uk,3
dd tfl travel  online,zero_rated,dd tfl travel online,4
PAYMENT TO INTRA ACCOUNT TRANSFER 1059  STORE REF-8408,outside_scope,payment to intra account transfer 1059 store ref 8408,1
"Feb 15 Rent Payment - 2214 W Maple CHK-1022 12,500.00 70,404.80",standard_rate,feb 15 rent payment 2214 w maple chk 1022 12 500 00 70 404 80,3
Card Hmrc Payments 8119 Bristol Plc,outside_scope,card hmrc payments 8119 bristol plc,1
"2025-04-29 SYSCO FOODS LLC 2,200.89 23,554.91",standard_rate,2025 04 29 sysco foods llc 2 200 89 23 554 91,3
Pos Trainline 3290  Store,zero_rated,pos trainline 3290 store,4
"Feb 02 ADP Payroll Processing ACH-3303 8,450.00 50,834.80",standard_rate,feb 02 adp payroll processing ach 3303 8 450 00 50 834 80,3
Pos Waterstones 3821  Plc,zero_rated,pos waterstones 3821 plc,4
iz *intra account transfer 5725  plc,outside_scope,iz intra account transfer 5725 plc,1
Sq *Amazon Uk 5382 Online Ltd,standard_rate,sq amazon uk 5382 online ltd,3
POS HMRC PAYMENTS 9069  PLC REF-1207,outside_scope,pos hmrc payments 9069 plc ref 1207,1
IZ *ADOBE CREATIVE 6780  STORE,standard_rate,iz adobe creative 6780 store,3
TESCO EXPRESS 6012  PLC,zero_rated,tesco express 6012 plc,4
card microsoft 365 2614 uk ltd,standard_rate,card microsoft 365 2614 uk ltd,3
IZ *PAYROLL TRANSFER GLASGOW ONLINE,outside_scope,iz payroll transfer glasgow online,1
pos adobe creative 7290  store,standard_rate,pos adobe creative 7290 store,3
PAYMENT TO ADOBE CREATIVE GLASGOW UK,standard_rate,payment to adobe creative glasgow uk,3
PAYMENT TO TRAINLINE BIRMINGHAM PLC,zero_rated,payment to trainline birmingham plc,4
IZ *SAINSBURYS 8009  STORE,zero_rated,iz sainsburys 8009 store,4
TESCO EXPRESS  DIRECT REF-1686,zero_rated,tesco express direct ref 1686,4
AVIVA INSURANCE 8910  LTD,exempt,aviva insurance 8910 ltd,0
XERO SOFTWARE 5885 LONDON UK,standard_rate,xero software 5885 london uk,3
IZ *HMRC PAYMENTS 3450,outside_scope,iz hmrc payments 3450,1
CARD STATIONERY STATION  STORE,standard_rate,card stationery station store,3
"American Express — Test Statement Only | P.O. Box 981535, El Paso TX 79998-1535",standard_rate,american express test statement only p o box 981535 el paso tx 79998 1535,3
IZ *ASDA SUPERMARKET  ONLINE,zero_rated,iz asda supermarket online,4
card royal mail 8922 glasgow ltd ref-8613,exempt,card royal mail 8922 glasgow ltd ref 8613,0
HMRC PAYMENTS 9096 LEEDS PLC REF-6334,outside_scope,hmrc payments 9096 leeds plc ref 6334,1
DD MICROSOFT 365 4450 GLASGOW UK,standard_rate,dd microsoft 365 4450 glasgow uk,3
CARD AA BREAKDOWN 692 LEEDS,exempt,card aa breakdown 692 leeds,0
DD HSBC BANK FEES 6834  STORE,exempt,dd hsbc bank fees 6834 store,0
POS BOOTS UK 9772  DIRECT REF-6598,standard_rate,pos boots uk 9772 direct ref 6598,3
PAYMENT TO EDF ENERGY 7173 GLASGOW UK REF-3359,reduced_rate,payment to edf energy 7173 glasgow uk ref 3359,2
iz *british gas 9362 london uk,reduced_rate,iz british gas 9362 london uk,2
PAYMENT TO DELIVEROO  STORE REF-6764,standard_rate,payment to deliveroo store ref 6764,3
sq *british gas 3295 uk direct ref-5801,reduced_rate,sq british gas 3295 uk direct ref 5801,2
IZ *TESCO EXPRESS  UK REF-2099,zero_rated,iz tesco express uk ref 2099,4
IZ *XERO SOFTWARE MANCHESTER LTD,standard_rate,iz xero software manchester ltd,3
DD TESCO EXPRESS 251 BRISTOL ONLINE,zero_rated,dd tesco express 251 bristol online,4
CARD BRITISH GAS  LTD REF-9281,reduced_rate,card british gas ltd ref 9281,2
SQ *LNER TICKETS 8827 BRISTOL REF-4734,zero_rated,sq lner tickets 8827 bristol ref 4734,4
ROYAL MAIL 757  LTD REF-6623,exempt,royal mail 757 ltd ref 6623,0
POS EON NEXT 9623  PLC,reduced_rate,pos eon next 9623 plc,2
national express 3003 manchester,zero_rated,national express 3003 manchester,4
03/24/2025 03/24/2025 5678 SAMS CLUB #6342 FoodCost $389.54,standard_rate,03 24 2025 03 24 2025 5678 sams club 6342 foodcost 389 54,3
PAYMENT TO QUICKBOOKS  REF-5459,standard_rate,payment to quickbooks ref 5459,3
PAYMENT TO ALDI STORES 7979 BIRMINGHAM STORE,zero_rated,payment to aldi stores 7979 birmingham store,4
PAYMENT TO AA BREAKDOWN 3458  ONLINE REF-9662,exempt,payment to aa breakdown 3458 online ref 9662,0
pos asda supermarket 9999 london direct ref-5990,zero_rated,pos asda supermarket 9999 london direct ref 5990,4
Iz *Xero Software 3709 London Uk,standard_rate,iz xero software 3709 london uk,3
"2026-03-26 LINEN SERVICE WEEKLY 96.40 42,225.55",standard_rate,2026 03 26 linen service weekly 96 40 42 225 55,3
Sq *Hsbc Bank Fees 5314  Direct Ref-1686,exempt,sq hsbc bank fees 5314 direct ref 1686,0
SQ *HSBC BANK FEES 1710  ONLINE,exempt,sq hsbc bank fees 1710 online,0
Dd National Express 1617 London Plc,zero_rated,dd national express 1617 london plc,4
IZ *AVIVA INSURANCE  LTD REF-5427,exempt,iz aviva insurance ltd ref 5427,0
sq *aviva insurance glasgow online,exempt,sq aviva insurance glasgow online,0
Dd Tesco Stores 2336  Direct Ref-5526,zero_rated,dd tesco stores 2336 direct ref 5526,4
Pos Barclays Bank  Store,exempt,pos barclays bank store,0
DD AMAZON EU 7497  DIRECT REF-5991,standard_rate,dd amazon eu 7497 direct ref 5991,3
INTRA ACCOUNT TRANSFER 1534  UK REF-3961,outside_scope,intra account transfer 1534 uk ref 3961,1
POS POST OFFICE 9012 BIRMINGHAM ONLINE REF-1461,exempt,pos post office 9012 birmingham online ref 1461,0
"Chase Business Banking Member FDIC · Business ChecAkincgc Aocuconuntt Statement March 1, 2025 – March 31, 2025",standard_rate,chase business banking member fdic business checakincgc aocuconuntt statement march 1 2025 march 31 2025,3
03/03/2025 03/03/2025 5678 WHOLE FOODS MARKET FoodCost $176.23,standard_rate,03 03 2025 03 03 2025 5678 whole foods market foodcost 176 23,3
POS SAINSBURYS LEEDS ONLINE REF-8368,zero_rated,pos sainsburys leeds online ref 8368,4
PAYMENT TO BARCLAYS BANK LEEDS STORE,exempt,payment to barclays bank leeds store,0
SQ *HSBC BANK FEES 6787 UK UK,exempt,sq hsbc bank fees 6787 uk uk,0
Dd Intra Account Transfer  Ltd,outside_scope,dd intra account transfer ltd,1
POS STATIONERY STATION 4904 GLASGOW STORE REF-6022,standard_rate,pos stationery station 4904 glasgow store ref 6022,3
PAYMENT TO HMRC PAYMENTS 9872 BRISTOL PLC,outside_scope,payment to hmrc payments 9872 bristol plc,1
CARD GOOGLE WORKSPACE GLASGOW,standard_rate,card google workspace glasgow,3
CARD INTRA ACCOUNT TRANSFER 2327 BIRMINGHAM DIRECT,outside_scope,card intra account transfer 2327 birmingham direct,1
IZ *NATIONAL EXPRESS 2387 ONLINE ONLINE,zero_rated,iz national express 2387 online online,4
IZ *EDF ENERGY 5388 BIRMINGHAM STORE REF-3030,reduced_rate,iz edf energy 5388 birmingham store ref 3030,2
EON NEXT 2024 MANCHESTER REF-4909,reduced_rate,eon next 2024 manchester ref 4909,2
Sq *Asda Supermarket 302 Uk Uk Ref-9561,zero_rated,sq asda supermarket 302 uk uk ref 9561,4
POS TFL TRAVEL UK UK REF-5601,zero_rated,pos tfl travel uk uk ref 5601,4
IZ *UBER EATS 9468 BIRMINGHAM ONLINE,standard_rate,iz uber eats 9468 birmingham online,3
Payment To Linkedin Premium 6674  Uk,standard_rate,payment to linkedin premium 6674 uk,3
PAYMENT TO TRAINLINE 4916  LTD,zero_rated,payment to trainline 4916 ltd,4
DD SAGE SUBSCRIPTION BIRMINGHAM PLC REF-5552,standard_rate,dd sage subscription birmingham plc ref 5552,3
Pos Stationery Station 8427 Bristol Online Ref-1618,standard_rate,pos stationery station 8427 bristol online ref 1618,3
IZ *SAINSBURYS  UK REF-2560,zero_rated,iz sainsburys uk ref 2560,4
"Jan 04 POS Sales Deposit - Daily DEP-0104 3,210.50 40,709.05",standard_rate,jan 04 pos sales deposit daily dep 0104 3 210 50 40 709 05,3
POS HMRC PAYMENTS 3995  REF-7636,outside_scope,pos hmrc payments 3995 ref 7636,1
POS SAINSBURYS LONDON ONLINE,zero_rated,pos sainsburys london online,4
DD POST OFFICE  DIRECT REF-3879,exempt,dd post office direct ref 3879,0
POS AMAZON UK  STORE,standard_rate,pos amazon uk store,3
microsoft 365 9538  ltd ref-1392,standard_rate,microsoft 365 9538 ltd ref 1392,3
03/12/2025 SYSCO SMALLWARES SYSCO SMALLWARES $299.30,standard_rate,03 12 2025 sysco smallwares sysco smallwares 299 30,3
DD TFL TRAVEL GLASGOW LTD,zero_rated,dd tfl travel glasgow ltd,4
PAYMENT TO AMAZON UK 7351 GLASGOW,standard_rate,payment to amazon uk 7351 glasgow,3
IZ *XERO SOFTWARE,standard_rate,iz xero software,3
SQ *HSBC BANK FEES BIRMINGHAM LTD REF-5374,exempt,sq hsbc bank fees birmingham ltd ref 5374,0
PAYMENT TO MICROSOFT 365 1117 LEEDS PLC REF-8624,standard_rate,payment to microsoft 365 1117 leeds plc ref 8624,3
dd waterstones 9027 bristol direct ref-8360,zero_rated,dd waterstones 9027 bristol direct ref 8360,4
POST OFFICE 7198 BRISTOL REF-1087,exempt,post office 7198 bristol ref 1087,0
PAYMENT TO WATERSTONES 6124  STORE,zero_rated,payment to waterstones 6124 store,4
IZ *NATIONAL EXPRESS 110 GLASGOW LTD,zero_rated,iz national express 110 glasgow ltd,4
POS HSBC BANK FEES 6287  DIRECT REF-9063,exempt,pos hsbc bank fees 6287 direct ref 9063,0
Payment To Hsbc Bank Fees 297  Ltd,exempt,payment to hsbc bank fees 297 ltd,0
POS LIDL GB UK STORE,zero_rated,pos lidl gb uk store,4
DD MICROSOFT 365 2331 UK,standard_rate,dd microsoft 365 2331 uk,3
"2026-02-28 CC PROCESSING FEES 258.40 32,553.24",standard_rate,2026 02 28 cc processing fees 258 40 32 553 24,3
DD ROYAL MAIL 9887  LTD,exempt,dd royal mail 9887 ltd,0
payment to amazon eu 791  uk,standard_rate,payment to amazon eu 791 uk,3
GOOGLE WORKSPACE 9210  PLC,standard_rate,google workspace 9210 plc,3
Tesco Express 1982  Ltd Ref-4705,zero_rated,tesco express 1982 ltd ref 4705,4
"2026-03-11 ATMOS GAS COMPANY 138.90 37,193.85",standard_rate,2026 03 11 atmos gas company 138 90 37 193 85,3
POS NATIONAL EXPRESS  DIRECT,zero_rated,pos national express direct,4
SQ *ROYAL MAIL 3035  ONLINE,exempt,sq royal mail 3035 online,0
IZ *DIRECTOR DRAWINGS 9676,outside_scope,iz director drawings 9676,1
PAYMENT TO BOOTS UK  LTD,standard_rate,payment to boots uk ltd,3
Iz *Deliveroo 8258 Birmingham Store,standard_rate,iz deliveroo 8258 birmingham store,3
SQ *HMRC SHIPLEY MANCHESTER,outside_scope,sq hmrc shipley manchester,1
card tesco stores uk ltd ref-6374,zero_rated,card tesco stores uk ltd ref 6374,4
CARD PAYROLL TRANSFER 2432 UK LTD,outside_scope,card payroll transfer 2432 uk ltd,1
IZ *LNER TICKETS 4358  ONLINE,zero_rated,iz lner tickets 4358 online,4
POS WATERSTONES 7512  PLC REF-9412,zero_rated,pos waterstones 7512 plc ref 9412,4
Card Linkedin Premium 738 Manchester Plc,standard_rate,card linkedin premium 738 manchester plc,3
"Mar 15 Rent Payment - 2214 W Maple CHK-1023 12,500.00 64,214.80",standard_rate,mar 15 rent payment 2214 w maple chk 1023 12 500 00 64 214 80,3
SQ *ASDA SUPERMARKET 3006 BIRMINGHAM ONLINE,zero_rated,sq asda supermarket 3006 birmingham online,4
CARD XERO SOFTWARE 9920 BRISTOL ONLINE,standard_rate,card xero software 9920 bristol online,3
PAYMENT TO LNER TICKETS  UK REF-6476,zero_rated,payment to lner tickets uk ref 6476,4
"Feb 10 Peoples Gas - Utilities ACH-4411 780.00 60,504.80",standard_rate,feb 10 peoples gas utilities ach 4411 780 00 60 504 80,3
SQ *LNER TICKETS 9226 LONDON PLC REF-3748,zero_rated,sq lner tickets 9226 london plc ref 3748,4
CARD HMRC PAYMENTS 5325 BRISTOL DIRECT,outside_scope,card hmrc payments 5325 bristol direct,1
DD LIDL GB 4820  REF-1775,zero_rated,dd lidl gb 4820 ref 1775,4
Card Asda Supermarket 746 Manchester Uk Ref-6901,zero_rated,card asda supermarket 746 manchester uk ref 6901,4
DD ROYAL MAIL  UK REF-5201,exempt,dd royal mail uk ref 5201,0
"Ending Balance (Mar 31, 2024) $67,876.15",standard_rate,ending balance mar 31 2024 67 876 15,3
SQ *POST OFFICE 2294,exempt,sq post office 2294,0
03/14/2025 03/14/2025 AMAZON BUSINESS PRIME Other $141.77,standard_rate,03 14 2025 03 14 2025 amazon business prime other 141 77,3
IZ *BOOTS UK 5387 GLASGOW DIRECT,standard_rate,iz boots uk 5387 glasgow direct,3
CARD TESCO STORES ONLINE LTD,zero_rated,card tesco stores online ltd,4
microsoft 365 9079 uk store ref-3308,standard_rate,microsoft 365 9079 uk store ref 3308,3
INTRA ACCOUNT TRANSFER 1026 ONLINE UK REF-7734,outside_scope,intra account transfer 1026 online uk ref 7734,1
Aa Breakdown 9144  Online,exempt,aa breakdown 9144 online,0
DD AMAZON EU UK STORE,standard_rate,dd amazon eu uk store,3
ALDI STORES MANCHESTER UK,zero_rated,aldi stores manchester uk,4
POS ROYAL MAIL MANCHESTER UK REF-8315,exempt,pos royal mail manchester uk ref 8315,0
IZ *OCTOPUS ENERGY 8437 UK PLC,reduced_rate,iz octopus energy 8437 uk plc,2
PAYMENT TO SAINSBURYS LEEDS PLC,zero_rated,payment to sainsburys leeds plc,4
Iz *Uber Eats Uk Online,standard_rate,iz uber eats uk online,3
hmrc payments 3126 glasgow online,outside_scope,hmrc payments 3126 glasgow online,1
PAYMENT TO DELIVEROO ONLINE UK,standard_rate,payment to deliveroo online uk,3
payment to national express 8591 leeds ref-3400,zero_rated,payment to national express 8591 leeds ref 3400,4
PAYMENT TO ADOBE CREATIVE 2095  ONLINE REF-2991,standard_rate,payment to adobe creative 2095 online ref 2991,3
Payment To Xero Software 2723  Ltd,standard_rate,payment to xero software 2723 ltd,3
PAYMENT TO DIRECTOR DRAWINGS 7614  ONLINE,outside_scope,payment to director drawings 7614 online,1
DELIVEROO 7157 UK STORE REF-2702,standard_rate,deliveroo 7157 uk store ref 2702,3
Card Aldi Stores 2362  Store Ref-2951,zero_rated,card aldi stores 2362 store ref 2951,4
SQ *ALDI STORES  LTD,zero_rated,sq aldi stores ltd,4
XERO SOFTWARE 8992  DIRECT REF-4412,standard_rate,xero software 8992 direct ref 4412,3
sq *stationery station  plc,standard_rate,sq stationery station plc,3
DD XERO SOFTWARE 9063 ONLINE LTD REF-8238,standard_rate,dd xero software 9063 online ltd ref 8238,3
Dd Aa Breakdown  Direct Ref-6964,exempt,dd aa breakdown direct ref 6964,0
IZ *HMRC PAYMENTS 4212  STORE REF-1557,outside_scope,iz hmrc payments 4212 store ref 1557,1
Card National Express 5512 Manchester Direct Ref-1408,zero_rated,card national express 5512 manchester direct ref 1408,4
POS UBER EATS BRISTOL PLC REF-8477,standard_rate,pos uber eats bristol plc ref 8477,3
pos barclays bank leeds ref-1674,exempt,pos barclays bank leeds ref 1674,0
sq *royal mail 9157  ltd,exempt,sq royal mail 9157 ltd,0
EDF ENERGY 7858 GLASGOW ONLINE,reduced_rate,edf energy 7858 glasgow online,2
"Mar 25 Beverage Distributor - Liquor ACH-6614 2,580.00 82,774.80",standard_rate,mar 25 beverage distributor liquor ach 6614 2 580 00 82 774 80,3
sq *national express 4417 manchester online,zero_rated,sq national express 4417 manchester online,4
PAYMENT TO EDF ENERGY 6393  LTD REF-6269,reduced_rate,payment to edf energy 6393 ltd ref 6269,2
Iz *Xero Software 3766,standard_rate,iz xero software 3766,3
DIRECTOR DRAWINGS  LTD REF-7932,outside_scope,director drawings ltd ref 7932,1
iz *amazon kindle 8546 leeds online ref-1580,zero_rated,iz amazon kindle 8546 leeds online ref 1580,4
Supplies - $340.00 $-340.00,standard_rate,supplies 340 00 340 00,3
pos stationery station 8202 bristol store,standard_rate,pos stationery station 8202 bristol store,3
Sq *Eon Next Uk Plc,reduced_rate,sq eon next uk plc,2
DD ASDA SUPERMARKET UK UK REF-6730,zero_rated,dd asda supermarket uk uk ref 6730,4
AMAZON EU  LTD,standard_rate,amazon eu ltd,3
CARD EON NEXT 2693  ONLINE,reduced_rate,card eon next 2693 online,2
pos national express 1498 london plc,zero_rated,pos national express 1498 london plc,4
POS MICROSOFT 365 1548 GLASGOW REF-8500,standard_rate,pos microsoft 365 1548 glasgow ref 8500,3
CARD AMAZON UK 1606 LEEDS STORE REF-2552,standard_rate,card amazon uk 1606 leeds store ref 2552,3
Business Checking Account Statement,standard_rate,business checking account statement,3
03/13/2025 03/13/2025 5678 DOORDASH FEE PLATFORM DeliveryFees $84.62,standard_rate,03 13 2025 03 13 2025 5678 doordash fee platform deliveryfees 84 62,3
IZ *LINKEDIN PREMIUM 5487  DIRECT REF-7129,standard_rate,iz linkedin premium 5487 direct ref 7129,3
CARD AMAZON EU  PLC,standard_rate,card amazon eu plc,3
IZ *TRAINLINE 7497  LTD REF-1295,zero_rated,iz trainline 7497 ltd ref 1295,4
card deliveroo 4415  plc,standard_rate,card deliveroo 4415 plc,3
Lidl Gb  Uk,zero_rated,lidl gb uk,4
CARD ASDA SUPERMARKET LONDON PLC REF-2584,zero_rated,card asda supermarket london plc ref 2584,4
Director Drawings,outside_scope,director drawings,1
PAYROLL TRANSFER LONDON DIRECT REF-8604,outside_scope,payroll transfer london direct ref 8604,1
SQ *AMAZON EU MANCHESTER,standard_rate,sq amazon eu manchester,3
IZ *DELIVEROO ONLINE STORE,standard_rate,iz deliveroo online store,3
PAYMENT TO EON NEXT 6677 ONLINE STORE,reduced_rate,payment to eon next 6677 online store,2
Date Description Reference Debit (-) Credit (+) Balance,standard_rate,date description reference debit credit balance,3
dd amazon eu 515  uk ref-4696,standard_rate,dd amazon eu 515 uk ref 4696,3
IZ *ASDA SUPERMARKET 4495  PLC REF-2522,zero_rated,iz asda supermarket 4495 plc ref 2522,4
SQ *LIDL GB BIRMINGHAM DIRECT REF-5742,zero_rated,sq lidl gb birmingham direct ref 5742,4
PAYMENT TO AMAZON EU 7047 LONDON ONLINE REF-4970,standard_rate,payment to amazon eu 7047 london online ref 4970,3
Iz *Linkedin Premium 9276 Glasgow Uk,standard_rate,iz linkedin premium 9276 glasgow uk,3
payment to xero software  online ref-4246,standard_rate,payment to xero software online ref 4246,3
IZ *TESCO STORES  REF-5033,zero_rated,iz tesco stores ref 5033,4
DD LINKEDIN PREMIUM 8009 LONDON ONLINE REF-2076,standard_rate,dd linkedin premium 8009 london online ref 2076,3
National Express 1834  Ref-4119,zero_rated,national express 1834 ref 4119,4
Sq *Intra Account Transfer Manchester Direct Ref-5171,outside_scope,sq intra account transfer manchester direct ref 5171,1
PAYMENT TO LIDL GB 9745 LEEDS DIRECT REF-9518,zero_rated,payment to lidl gb 9745 leeds direct ref 9518,4
SQ *TESCO EXPRESS 3250 BRISTOL UK REF-5571,zero_rated,sq tesco express 3250 bristol uk ref 5571,4
"Jan 15 Rent Payment - 2214 W Maple CHK-1021 12,500.00 31,304.80",standard_rate,jan 15 rent payment 2214 w maple chk 1021 12 500 00 31 304 80,3
POS UBER EATS  STORE,standard_rate,pos uber eats store,3
POS WESTMINSTER COUNCIL 6241 BIRMINGHAM ONLINE,outside_scope,pos westminster council 6241 birmingham online,1
DD LINKEDIN PREMIUM ONLINE LTD,standard_rate,dd linkedin premium online ltd,3
POS GOOGLE WORKSPACE 2648 LEEDS ONLINE,standard_rate,pos google workspace 2648 leeds online,3
CARD AMAZON UK 8738 BIRMINGHAM DIRECT REF-9596,standard_rate,card amazon uk 8738 birmingham direct ref 9596,3
IZ *UBER EATS  STORE REF-1091,standard_rate,iz uber eats store ref 1091,3
IZ *AVIVA INSURANCE  ONLINE,exempt,iz aviva insurance online,0
Payment To Boots Uk 4049 Uk Store Ref-1820,standard_rate,payment to boots uk 4049 uk store ref 1820,3
CARD BARCLAYS BANK 4479  STORE,exempt,card barclays bank 4479 store,0
payment to boots uk 3035 uk uk ref-4296,standard_rate,payment to boots uk 3035 uk uk ref 4296,3
IZ *EON NEXT UK ONLINE REF-6296,reduced_rate,iz eon next uk online ref 6296,2
AVIVA INSURANCE 7850 BRISTOL LTD,exempt,aviva insurance 7850 bristol ltd,0
DD DIRECTOR DRAWINGS GLASGOW STORE REF-6179,outside_scope,dd director drawings glasgow store ref 6179,1
Boots Uk 2804  Ltd,standard_rate,boots uk 2804 ltd,3
CARD LINKEDIN PREMIUM 2210  STORE,standard_rate,card linkedin premium 2210 store,3
payment to payroll transfer 747 uk ref-4255,outside_scope,payment to payroll transfer 747 uk ref 4255,1
POS INTRA ACCOUNT TRANSFER UK ONLINE REF-4947,outside_scope,pos intra account transfer uk online ref 4947,1
Sq *Eon Next 8470  Plc,reduced_rate,sq eon next 8470 plc,2
CARD HSBC BANK FEES 5084  STORE,exempt,card hsbc bank fees 5084 store,0
POS TRAINLINE 7470 BRISTOL STORE REF-2531,zero_rated,pos trainline 7470 bristol store ref 2531,4
DD LIDL GB 3998 ONLINE REF-3740,zero_rated,dd lidl gb 3998 online ref 3740,4
POS MICROSOFT 365 2534  ONLINE,standard_rate,pos microsoft 365 2534 online,3
CARD HMRC PAYMENTS 480 ONLINE LTD,outside_scope,card hmrc payments 480 online ltd,1
CARD NATIONAL EXPRESS 2403 ONLINE LTD REF-1143,zero_rated,card national express 2403 online ltd ref 1143,4
eon next manchester direct,reduced_rate,eon next manchester direct,2
POS WATERSTONES 110  DIRECT,zero_rated,pos waterstones 110 direct,4
IZ *GOOGLE WORKSPACE LEEDS LTD,standard_rate,iz google workspace leeds ltd,3
trainline 6492  uk,zero_rated,trainline 6492 uk,4
POST OFFICE 2516  REF-4046,exempt,post office 2516 ref 4046,0
Sq *Director Drawings Bristol Store,outside_scope,sq director drawings bristol store,1
"Jan 15 Rent Payment - 2214 W Maple CHK-1021 12,500.00 31,304.80",standard_rate,jan 15 rent payment 2214 w maple chk 1021 12 500 00 31 304 80,3
Payment To Westminster Council 940  Store,outside_scope,payment to westminster council 940 store,1
Payment To Amazon Kindle 9306 Online Online Ref-8159,zero_rated,payment to amazon kindle 9306 online online ref 8159,4
"2025-03-11 ADP PAYROLL SVCS 3,923.02 26,823.17",standard_rate,2025 03 11 adp payroll svcs 3 923 02 26 823 17,3
ALDI STORES 2621  ONLINE REF-2759,zero_rated,aldi stores 2621 online ref 2759,4
dd tesco stores birmingham store,zero_rated,dd tesco stores birmingham store,4
