raw_description,vat_code
card aldi stores 401 birmingham store,zero_rated
card lner tickets 5191  plc,zero_rated
DD UBER EATS 1733  DIRECT,standard_rate
Card Asda Supermarket Leeds,zero_rated
SQ *PAYROLL TRANSFER 2296 UK ONLINE,outside_scope
pos asda supermarket 9646  direct ref-2641,zero_rated
PAYMENT TO ADOBE CREATIVE  UK,standard_rate
SQ *WESTMINSTER COUNCIL 5938  UK REF-1313,outside_scope
SQ *TESCO EXPRESS 1964 LEEDS DIRECT,zero_rated
PAYMENT TO OCTOPUS ENERGY 6438 MANCHESTER ONLINE,reduced_rate
Dd Deliveroo 9205  Online,standard_rate
POS LINKEDIN PREMIUM 4345,standard_rate
PAYMENT TO AA BREAKDOWN 8315 LONDON,exempt
CARD LNER TICKETS 3878 GLASGOW ONLINE REF-2077,zero_rated
CARD STATIONERY STATION MANCHESTER PLC REF-1406,standard_rate
iz *octopus energy 8870 glasgow ref-6048,reduced_rate
PAYMENT TO NATIONAL EXPRESS 9869 ONLINE PLC,zero_rated
BARCLAYS BANK 9383 MANCHESTER STORE REF-3617,exempt
Pos Trainline 4524  Plc Ref-2857,zero_rated
DD AMAZON UK 1351 MANCHESTER,standard_rate
CARD WATERSTONES 5724  UK REF-3014,zero_rated
IZ *EDF ENERGY 7971,reduced_rate
IZ *XERO SOFTWARE MANCHESTER LTD,standard_rate
TFL TRAVEL LONDON STORE REF-3677,zero_rated
DD INTRA ACCOUNT TRANSFER ONLINE PLC,outside_scope
IZ *QUICKBOOKS  REF-6702,standard_rate
DD ALDI STORES 6879 BRISTOL LTD,zero_rated
IZ *NATIONAL EXPRESS 110 GLASGOW LTD,zero_rated
PAYMENT TO LNER TICKETS 8202 ONLINE STORE REF-3094,zero_rated
DD LINKEDIN PREMIUM 1915 LONDON ONLINE,standard_rate
Iz *Linkedin Premium 2121 Uk Ltd,standard_rate
Intra Account Transfer 2438  Plc,outside_scope
POS AMAZON KINDLE 1745 UK UK REF-5814,zero_rated
iz *asda supermarket  online,zero_rated
card quickbooks 2230 bristol,standard_rate
payment to intra account transfer 5395  plc,outside_scope
Sq *Stationery Station 8383 Glasgow Ltd,standard_rate
eon next  store,reduced_rate
CARD AVIVA INSURANCE 6161 BRISTOL LTD,exempt
card british gas  plc,reduced_rate
Iz *Barclays Bank 8320 Birmingham Uk,exempt
HMRC SHIPLEY  ONLINE,outside_scope
TRAINLINE 8756  ONLINE,zero_rated
PAYMENT TO TFL TRAVEL ONLINE LTD,zero_rated
DD AVIVA INSURANCE 9975  STORE REF-3540,exempt
CARD OCTOPUS ENERGY 9167 MANCHESTER REF-3931,reduced_rate
CARD LIDL GB 7729 MANCHESTER UK,zero_rated
SQ *DELIVEROO  PLC,standard_rate
sq *linkedin premium 1814 london online ref-7265,standard_rate
SQ *QUICKBOOKS GLASGOW PLC,standard_rate
Pos British Gas Bristol Direct,reduced_rate
IZ *BARCLAYS BANK 8721 ONLINE LTD,exempt
LINKEDIN PREMIUM 8600 ONLINE LTD REF-2812,standard_rate
PAYMENT TO DELIVEROO 7603 ONLINE UK REF-3281,standard_rate
Sainsburys Leeds Direct,zero_rated
CARD TESCO STORES 1733,zero_rated
IZ *BOOTS UK 6286 MANCHESTER ONLINE REF-7770,standard_rate
LINKEDIN PREMIUM 1434 UK STORE REF-1439,standard_rate
hsbc bank fees 6097  ltd,exempt
POS LIDL GB 6717 UK STORE REF-2148,zero_rated
CARD WATERSTONES 1978 GLASGOW STORE,zero_rated
SQ *WATERSTONES 945  DIRECT REF-8030,zero_rated
PAYMENT TO TRAINLINE 5799 MANCHESTER,zero_rated
IZ *BOOTS UK 631 UK UK REF-9114,standard_rate
PAYMENT TO BRITISH GAS 3868  LTD REF-5051,reduced_rate
CARD BRITISH GAS 9405 LEEDS STORE REF-3128,reduced_rate
EON NEXT 6368 ONLINE,reduced_rate
sq *sage subscription 9573 birmingham online ref-5004,standard_rate
CARD DELIVEROO MANCHESTER STORE,standard_rate
dd aa breakdown 6490  ltd,exempt
Sq *Sainsburys Bristol Store,zero_rated
POS HSBC BANK FEES 9044,exempt
payment to national express manchester online,zero_rated
Payment To Lidl Gb 6015 London Plc,zero_rated
xero software  online,standard_rate
POS STATIONERY STATION 3142 LONDON,standard_rate
AMAZON EU 2603 BRISTOL LTD,standard_rate
SQ *WATERSTONES 6668  DIRECT,zero_rated
PAYMENT TO GOOGLE WORKSPACE 9404  PLC REF-8005,standard_rate
AVIVA INSURANCE 8910  LTD,exempt
sq *trainline 767  online,zero_rated
pos amazon uk 7250  direct,standard_rate
DD ASDA SUPERMARKET GLASGOW UK,zero_rated
SQ *WATERSTONES 9253 GLASGOW REF-2100,zero_rated
DD AMAZON EU 4706  DIRECT REF-6862,standard_rate
Pos Octopus Energy Leeds Direct,reduced_rate
IZ *WESTMINSTER COUNCIL 333 BIRMINGHAM DIRECT,outside_scope
CARD ALDI STORES 3814 MANCHESTER REF-1187,zero_rated
Dd Director Drawings Bristol Ltd Ref-7944,outside_scope
DD LNER TICKETS 9055  ONLINE REF-9957,zero_rated
CARD ALDI STORES 2895 BIRMINGHAM DIRECT,zero_rated
national express 5261 bristol online,zero_rated
SQ *ROYAL MAIL 5263  DIRECT,exempt
octopus energy 6466  uk ref-8501,reduced_rate
payment to xero software  store ref-9711,standard_rate
SQ *GOOGLE WORKSPACE UK STORE REF-6368,standard_rate
pos barclays bank leeds ref-1674,exempt
Sq *Google Workspace 1705  Ltd Ref-1259,standard_rate
POS HMRC SHIPLEY 9818  PLC,outside_scope
SQ *ROYAL MAIL 1892 BIRMINGHAM UK,exempt
DD AMAZON EU  ONLINE,standard_rate
POS HMRC SHIPLEY UK REF-7778,outside_scope
CARD DELIVEROO 4157 BIRMINGHAM PLC,standard_rate
IZ *MICROSOFT 365 9980 UK PLC,standard_rate
Card Edf Energy 2502 Leeds Online Ref-2590,reduced_rate
DD WESTMINSTER COUNCIL 115  ONLINE REF-7418,outside_scope
SQ *SAINSBURYS 5042 LONDON ONLINE,zero_rated
SQ *LNER TICKETS 7622 BIRMINGHAM STORE REF-9650,zero_rated
POS EDF ENERGY 7458 LONDON ONLINE,reduced_rate
Barclays Bank Uk Uk Ref-1294,exempt
IZ *DELIVEROO MANCHESTER LTD REF-1053,standard_rate
QUICKBOOKS 1737 ONLINE PLC REF-4527,standard_rate
DD LIDL GB 3376  LTD,zero_rated
Asda Supermarket 6449 London,zero_rated
DD QUICKBOOKS 4708 BRISTOL ONLINE,standard_rate
IZ *TESCO STORES 7853  PLC,zero_rated
DD QUICKBOOKS  ONLINE REF-6007,standard_rate
Sq *Uber Eats Online Plc,standard_rate
IZ *LINKEDIN PREMIUM GLASGOW STORE,standard_rate
SQ *GOOGLE WORKSPACE 344 UK LTD REF-3414,standard_rate
octopus energy  online ref-7912,reduced_rate
DD HSBC BANK FEES 7198 LONDON UK REF-8792,exempt
DD WESTMINSTER COUNCIL 8781  DIRECT,outside_scope
HSBC BANK FEES 5207,exempt
card intra account transfer manchester direct,outside_scope
Card Hmrc Payments 827 Manchester Store,outside_scope
dd hmrc payments 1139  ltd,outside_scope
DD POST OFFICE 2103 ONLINE DIRECT,exempt
CARD XERO SOFTWARE 6142 LEEDS PLC,standard_rate
DD LNER TICKETS 5560 LONDON ONLINE REF-6317,zero_rated
CARD MICROSOFT 365 GLASGOW PLC,standard_rate
POS EON NEXT 6671  STORE,reduced_rate
SQ *AMAZON UK 6794 MANCHESTER UK,standard_rate
POST OFFICE LONDON LTD,exempt
POS OCTOPUS ENERGY 9599 UK LTD REF-5475,reduced_rate
PAYMENT TO LNER TICKETS 9931 LONDON ONLINE,zero_rated
Dd Hmrc Shipley 6068  Uk Ref-9892,outside_scope
sq *intra account transfer  plc ref-5174,outside_scope
POS STATIONERY STATION 760 MANCHESTER PLC,standard_rate
IZ *TESCO EXPRESS 8840  STORE,zero_rated
PAYMENT TO MICROSOFT 365 1245 GLASGOW ONLINE REF-7710,standard_rate
IZ *STATIONERY STATION GLASGOW REF-4953,standard_rate
PAYMENT TO AMAZON EU 8908 ONLINE DIRECT,standard_rate
card post office online direct,exempt
IZ *EDF ENERGY 6022  DIRECT REF-3761,reduced_rate
Iz *Intra Account Transfer 5328  Direct Ref-7437,outside_scope
pos tesco express 9215 glasgow ltd,zero_rated
Pos Hmrc Shipley London Plc Ref-4888,outside_scope
iz *uber eats 6388 uk,standard_rate
Iz *Uber Eats 6340 Birmingham,standard_rate
CARD HMRC SHIPLEY 4235 LEEDS STORE REF-9667,outside_scope
HMRC SHIPLEY  LTD,outside_scope
HMRC PAYMENTS 8522 LEEDS DIRECT,outside_scope
PAYMENT TO TESCO EXPRESS 2499,zero_rated
card linkedin premium birmingham online ref-8672,standard_rate
PAYMENT TO OCTOPUS ENERGY 7936,reduced_rate
DD EDF ENERGY  PLC,reduced_rate
payment to hsbc bank fees 6450,exempt
CARD ADOBE CREATIVE 6352 LONDON DIRECT REF-7820,standard_rate
DD POST OFFICE 2366 ONLINE ONLINE,exempt
DD UBER EATS 471 GLASGOW ONLINE REF-6140,standard_rate
DD POST OFFICE LONDON UK,exempt
IZ *HMRC PAYMENTS 6182  UK REF-4648,outside_scope
SQ *AVIVA INSURANCE 9174 MANCHESTER STORE REF-2616,exempt
DD WATERSTONES 5567  PLC,zero_rated
iz *sainsburys 285  plc,zero_rated
Sq *Aviva Insurance 4498  Online Ref-4176,exempt
IZ *AA BREAKDOWN 5585 ONLINE,exempt
PAYMENT TO AMAZON UK LEEDS ONLINE,standard_rate
PAYMENT TO BARCLAYS BANK 8331 ONLINE STORE REF-1764,exempt
ADOBE CREATIVE 4005  LTD REF-3018,standard_rate
PAYMENT TO BARCLAYS BANK 5828 MANCHESTER PLC,exempt
DD AA BREAKDOWN 2930 MANCHESTER ONLINE REF-7134,exempt
POS INTRA ACCOUNT TRANSFER 3617  LTD,outside_scope
dd uber eats,standard_rate
POS WESTMINSTER COUNCIL 8780 BIRMINGHAM REF-4916,outside_scope
CARD HSBC BANK FEES 8542  DIRECT,exempt
DD EDF ENERGY  LTD,reduced_rate
PAYMENT TO WATERSTONES BRISTOL STORE,zero_rated
SQ *ASDA SUPERMARKET 3006 BIRMINGHAM ONLINE,zero_rated
DD ROYAL MAIL 3047 BRISTOL,exempt
CARD TESCO STORES 4433  ONLINE,zero_rated
SQ *ASDA SUPERMARKET 1289 LONDON LTD,zero_rated
INTRA ACCOUNT TRANSFER 4615  ONLINE,outside_scope
DD DIRECTOR DRAWINGS  STORE,outside_scope
SQ *ASDA SUPERMARKET 9661 MANCHESTER UK,zero_rated
IZ *TESCO EXPRESS 6170,zero_rated
POS HSBC BANK FEES MANCHESTER STORE,exempt
sq *amazon kindle bristol ltd,zero_rated
IZ *DIRECTOR DRAWINGS 6323  UK,outside_scope
PAYMENT TO MICROSOFT 365 5738 LONDON PLC REF-3964,standard_rate
SQ *ADOBE CREATIVE 3736 LONDON PLC,standard_rate
IZ *SAINSBURYS  UK,zero_rated
IZ *WATERSTONES LONDON STORE,zero_rated
CARD TESCO EXPRESS 2937 ONLINE ONLINE,zero_rated
Card Intra Account Transfer Online Store Ref-4746,outside_scope
POS XERO SOFTWARE  ONLINE REF-4846,standard_rate
DD AVIVA INSURANCE 7528 LONDON DIRECT,exempt
SQ *EON NEXT 1079 LONDON LTD,reduced_rate
PAYMENT TO XERO SOFTWARE UK DIRECT,standard_rate
EON NEXT 3367  DIRECT REF-9240,reduced_rate
IZ *AMAZON KINDLE 7885 GLASGOW,zero_rated
CARD LIDL GB 9167 BIRMINGHAM PLC,zero_rated
IZ *EDF ENERGY 7467  DIRECT REF-4893,reduced_rate
card lner tickets 1370 birmingham,zero_rated
payment to barclays bank 5229  ref-3193,exempt
IZ *HMRC SHIPLEY 1828 BRISTOL ONLINE,outside_scope
PAYMENT TO OCTOPUS ENERGY 1590 BIRMINGHAM STORE REF-6610,reduced_rate
microsoft 365 1370,standard_rate
payment to sainsburys 6537 glasgow store,zero_rated
IZ *MICROSOFT 365 7674 LONDON STORE,standard_rate
Iz *British Gas  Plc,reduced_rate
IZ *ROYAL MAIL 7657 MANCHESTER,exempt
AA BREAKDOWN 390 BIRMINGHAM,exempt
UBER EATS LONDON REF-8869,standard_rate
PAYMENT TO ASDA SUPERMARKET 220 ONLINE UK,zero_rated
POS LINKEDIN PREMIUM 3349  LTD,standard_rate
PAYMENT TO QUICKBOOKS 4107 ONLINE STORE,standard_rate
DD STATIONERY STATION  LTD REF-8965,standard_rate
PAYMENT TO ROYAL MAIL 3750 GLASGOW UK REF-6345,exempt
IZ *BRITISH GAS 4344  PLC REF-1264,reduced_rate
PAYMENT TO QUICKBOOKS  REF-5459,standard_rate
HMRC SHIPLEY UK REF-8774,outside_scope
Pos Aa Breakdown  Uk,exempt
PAYMENT TO AVIVA INSURANCE LONDON REF-6833,exempt
PAYMENT TO UBER EATS 8726 LEEDS,standard_rate
Payment To Lidl Gb 3969 Bristol Uk,zero_rated
Pos Eon Next  Plc Ref-6384,reduced_rate
IZ *AA BREAKDOWN 1316 BIRMINGHAM DIRECT,exempt
CARD BARCLAYS BANK 1128  LTD,exempt
POS LNER TICKETS 323 GLASGOW PLC REF-5476,zero_rated
DD ADOBE CREATIVE 4352  LTD REF-3444,standard_rate
Pos Hmrc Payments Leeds Uk,outside_scope
IZ *BOOTS UK 7281 LONDON STORE,standard_rate
Westminster Council 4696  Store,outside_scope
SQ *QUICKBOOKS 9745  PLC,standard_rate
POS UBER EATS 7431 ONLINE STORE,standard_rate
SQ *SAINSBURYS 6909 ONLINE STORE REF-8272,zero_rated
DD AMAZON KINDLE 5985  PLC REF-4251,zero_rated
Iz *Stationery Station 4858 Glasgow Uk,standard_rate
OCTOPUS ENERGY 1289,reduced_rate
SQ *AA BREAKDOWN 5267 LONDON ONLINE REF-1036,exempt
POS MICROSOFT 365 6877  REF-3255,standard_rate
UBER EATS BRISTOL STORE,standard_rate
PAYMENT TO INTRA ACCOUNT TRANSFER 4788 BRISTOL ONLINE,outside_scope
IZ *SAINSBURYS 7152 GLASGOW ONLINE,zero_rated
PAYMENT TO SAGE SUBSCRIPTION  DIRECT REF-7053,standard_rate
PAYMENT TO DIRECTOR DRAWINGS 7834 LONDON STORE,outside_scope
DD QUICKBOOKS 1466  STORE REF-9248,standard_rate
Iz *Aviva Insurance 1758 Birmingham Direct Ref-6071,exempt
PAYMENT TO TFL TRAVEL BIRMINGHAM DIRECT,zero_rated
pos barclays bank bristol store ref-9477,exempt
MICROSOFT 365 BIRMINGHAM LTD REF-6771,standard_rate
Pos Aviva Insurance Manchester Uk,exempt
Sq *Waterstones 5208 Glasgow Ref-3523,zero_rated
ALDI STORES LONDON UK REF-5078,zero_rated
DD BARCLAYS BANK  REF-1242,exempt
IZ *AVIVA INSURANCE GLASGOW DIRECT REF-4955,exempt
POS TRAINLINE 9469 ONLINE DIRECT,zero_rated
ALDI STORES 5852  UK REF-4259,zero_rated
LNER TICKETS LEEDS PLC,zero_rated
SQ *TFL TRAVEL 5812 GLASGOW STORE REF-7782,zero_rated
HMRC PAYMENTS ONLINE LTD,outside_scope
CARD HMRC SHIPLEY 3624  PLC REF-7390,outside_scope
HMRC PAYMENTS  STORE REF-2393,outside_scope
iz *national express  store,zero_rated
Iz *Payroll Transfer 2208 Birmingham Plc Ref-7275,outside_scope
Iz *Quickbooks 9192 Leeds Direct Ref-4490,standard_rate
Payment To Linkedin Premium 6674  Uk,standard_rate
google workspace 4076 uk plc,standard_rate
Pos Waterstones 7944 Manchester Direct Ref-5432,zero_rated
LNER TICKETS 2694  PLC REF-1449,zero_rated
SQ *LINKEDIN PREMIUM 4362 UK,standard_rate
IZ *AMAZON KINDLE  DIRECT,zero_rated
payment to tfl travel 7331 birmingham uk,zero_rated
DD ROYAL MAIL MANCHESTER STORE REF-1486,exempt
SQ *AVIVA INSURANCE 5989 UK REF-6988,exempt
Iz *Director Drawings 3262 Birmingham Store Ref-9077,outside_scope
Card Hmrc Shipley  Store Ref-5647,outside_scope
CARD BARCLAYS BANK LONDON DIRECT REF-9782,exempt
Payment To Westminster Council 3142  Uk,outside_scope
IZ *STATIONERY STATION 9894  PLC,standard_rate
POS EON NEXT GLASGOW,reduced_rate
Pos Royal Mail Glasgow Ref-1327,exempt
WESTMINSTER COUNCIL LONDON DIRECT,outside_scope
LNER TICKETS 2353  DIRECT,zero_rated
iz *tfl travel 2900  plc,zero_rated
SQ *DELIVEROO 4551 LONDON DIRECT REF-9748,standard_rate
PAYMENT TO PAYROLL TRANSFER UK,outside_scope
IZ *ALDI STORES 5095  LTD,zero_rated
POS BARCLAYS BANK 3389  STORE,exempt
payment to boots uk 9557  ref-2163,standard_rate
PAYROLL TRANSFER BRISTOL LTD REF-9650,outside_scope
CARD TESCO STORES 9047 ONLINE UK REF-4613,zero_rated
CARD UBER EATS 1007 UK,standard_rate
Iz *Amazon Eu Manchester Direct,standard_rate
payment to tfl travel 9842  ref-7263,zero_rated
CARD AMAZON EU  PLC,standard_rate
AMAZON KINDLE UK UK,zero_rated
PAYMENT TO AA BREAKDOWN GLASGOW PLC,exempt
Sq *Intra Account Transfer Manchester Direct Ref-5171,outside_scope
payment to sage subscription glasgow ref-5436,standard_rate
DD ADOBE CREATIVE 9176 LONDON ONLINE,standard_rate
POS BRITISH GAS ONLINE LTD REF-9875,reduced_rate
PAYMENT TO ADOBE CREATIVE GLASGOW UK,standard_rate
Payment To Quickbooks  Store Ref-9001,standard_rate
Iz *Amazon Kindle 2560  Store,zero_rated
Dd Stationery Station 7988 Bristol Ltd Ref-4751,standard_rate
DD SAINSBURYS GLASGOW ONLINE,zero_rated
SQ *AMAZON EU 8966 GLASGOW DIRECT REF-3415,standard_rate
PAYMENT TO TFL TRAVEL 4108 UK PLC,zero_rated
POS PAYROLL TRANSFER ONLINE DIRECT,outside_scope
Payment To Aldi Stores 4554  Online,zero_rated
POS BRITISH GAS 9342  PLC,reduced_rate
Iz *Boots Uk 9778 Uk Plc,standard_rate
IZ *DIRECTOR DRAWINGS UK,outside_scope
DD POST OFFICE 5934 MANCHESTER,exempt
POS XERO SOFTWARE 7108 BRISTOL LTD,standard_rate
POS HMRC PAYMENTS 703 ONLINE DIRECT,outside_scope
POS ALDI STORES  DIRECT,zero_rated
card amazon kindle leeds plc,zero_rated
Stationery Station 2730 Manchester Online,standard_rate
POS ASDA SUPERMARKET 4378 GLASGOW UK REF-5895,zero_rated
POS BRITISH GAS 8125 LEEDS LTD,reduced_rate
Card Waterstones 2089 Glasgow Store Ref-9369,zero_rated
CARD BARCLAYS BANK 9749  DIRECT REF-3953,exempt
DD PAYROLL TRANSFER 9415 MANCHESTER DIRECT,outside_scope
Iz *Hsbc Bank Fees Manchester Ltd,exempt
DD QUICKBOOKS BRISTOL UK REF-1504,standard_rate
PAYMENT TO GOOGLE WORKSPACE MANCHESTER STORE,standard_rate
Iz *Microsoft 365 4179 London Plc,standard_rate
iz *hsbc bank fees 8311 manchester store,exempt
Pos Amazon Eu 6576 Manchester Plc Ref-3288,standard_rate
iz *tfl travel 8177 birmingham store ref-8122,zero_rated
EON NEXT UK ONLINE,reduced_rate
pos lner tickets 459  direct ref-6903,zero_rated
DD BOOTS UK 1322  PLC,standard_rate
POS BARCLAYS BANK 1174 LONDON STORE,exempt
Pos Adobe Creative 1010  Store,standard_rate
CARD AA BREAKDOWN 7934  DIRECT REF-7997,exempt
POS UBER EATS 6749 BIRMINGHAM DIRECT REF-6688,standard_rate
Pos Deliveroo 9404 Uk Uk,standard_rate
pos uber eats 6023  uk ref-7060,standard_rate
CARD WATERSTONES 8269  PLC,zero_rated
DD EDF ENERGY 8214 MANCHESTER PLC,reduced_rate
EON NEXT 7174 LONDON DIRECT REF-1420,reduced_rate
DD ADOBE CREATIVE 3013 LEEDS UK,standard_rate
sq *waterstones birmingham uk ref-5963,zero_rated
IZ *TESCO STORES  REF-5033,zero_rated
CARD SAINSBURYS 1553  UK REF-6500,zero_rated
DD NATIONAL EXPRESS 7415  LTD,zero_rated
QUICKBOOKS 7916 BRISTOL ONLINE REF-8353,standard_rate
SQ *HSBC BANK FEES 9852 MANCHESTER LTD,exempt
IZ *AMAZON KINDLE 8764  REF-4903,zero_rated
SQ *HMRC SHIPLEY 6048 BIRMINGHAM STORE REF-8683,outside_scope
IZ *SAGE SUBSCRIPTION 9687 LEEDS ONLINE REF-3390,standard_rate
iz *trainline 5740  direct,zero_rated
PAYMENT TO TFL TRAVEL 5630  LTD,zero_rated
pos adobe creative 7290  store,standard_rate
DELIVEROO LEEDS STORE REF-7207,standard_rate
PAYMENT TO EON NEXT  DIRECT,reduced_rate
Dd Uber Eats 2060 Uk Direct,standard_rate
CARD EON NEXT 8006 BIRMINGHAM DIRECT,reduced_rate
dd hmrc shipley  ltd ref-4368,outside_scope
SQ *DIRECTOR DRAWINGS 596  PLC REF-6920,outside_scope
PAYMENT TO QUICKBOOKS 6481 ONLINE STORE REF-4048,standard_rate
SAINSBURYS 2178 LONDON REF-3174,zero_rated
IZ *WESTMINSTER COUNCIL 4943  UK,outside_scope
card tesco stores 2406  ref-4696,zero_rated
POS UBER EATS 1561 GLASGOW ONLINE REF-2836,standard_rate
SQ *INTRA ACCOUNT TRANSFER 5839  PLC,outside_scope
iz *aldi stores 2484  ltd ref-6221,zero_rated
DD HSBC BANK FEES 4447  STORE,exempt
AA BREAKDOWN 8068 ONLINE STORE REF-5210,exempt
MICROSOFT 365 6341  DIRECT,standard_rate
pos sainsburys 852  plc ref-2129,zero_rated
dd tesco stores birmingham online ref-7932,zero_rated
POS AMAZON UK 317 LONDON DIRECT,standard_rate
LNER TICKETS LONDON DIRECT,zero_rated
LNER TICKETS GLASGOW PLC,zero_rated
NATIONAL EXPRESS 7757  LTD,zero_rated
dd director drawings  plc ref-9587,outside_scope
SQ *TESCO STORES 5717  PLC,zero_rated
POS ROYAL MAIL 5371  ONLINE REF-8048,exempt
IZ *SAGE SUBSCRIPTION 655 BRISTOL PLC REF-2332,standard_rate
dd barclays bank online online,exempt
Card Sage Subscription 2794,standard_rate
SQ *TESCO STORES 6582  ONLINE REF-8517,zero_rated
CARD AMAZON EU 5991 MANCHESTER,standard_rate
DD EDF ENERGY 4710  DIRECT,reduced_rate
IZ *LNER TICKETS 6409 BIRMINGHAM LTD REF-2222,zero_rated
IZ *POST OFFICE 6805  PLC REF-1510,exempt
LINKEDIN PREMIUM 1798  STORE,standard_rate
AMAZON UK 2357  LTD,standard_rate
Iz *Linkedin Premium 2139 Leeds Store,standard_rate
PAYMENT TO POST OFFICE 2682 LONDON LTD REF-9899,exempt
PAYMENT TO AMAZON UK 1744 GLASGOW DIRECT REF-5275,standard_rate
Pos Post Office Online Ltd,exempt
BARCLAYS BANK,exempt
CARD SAGE SUBSCRIPTION BIRMINGHAM PLC,standard_rate
microsoft 365 9538  ltd ref-1392,standard_rate
PAYMENT TO ALDI STORES LONDON DIRECT,zero_rated
IZ *WATERSTONES 4316 GLASGOW UK REF-5153,zero_rated
CARD POST OFFICE 7805  UK,exempt
CARD ADOBE CREATIVE GLASGOW LTD REF-3576,standard_rate
payment to amazon uk 6120 uk plc,standard_rate
Sq *Boots Uk 4038  Online,standard_rate
DD GOOGLE WORKSPACE MANCHESTER ONLINE REF-9670,standard_rate
CARD AVIVA INSURANCE 1173  LTD REF-5710,exempt
DIRECTOR DRAWINGS 9029  ONLINE,outside_scope
IZ *ROYAL MAIL 1836  DIRECT,exempt
POS BRITISH GAS 3230 BRISTOL ONLINE REF-3174,reduced_rate
PAYMENT TO DIRECTOR DRAWINGS LEEDS LTD REF-5143,outside_scope
CARD LIDL GB  ONLINE REF-2485,zero_rated
sq *waterstones 5285  store,zero_rated
IZ *QUICKBOOKS 6128  PLC REF-8126,standard_rate
DD AA BREAKDOWN 7450 ONLINE ONLINE,exempt
sq *lidl gb leeds plc ref-9015,zero_rated
Amazon Uk 8348  Uk,standard_rate
Pos Hmrc Shipley Glasgow Plc Ref-1533,outside_scope
Sq *Google Workspace 3756 Birmingham Plc Ref-3806,standard_rate
PAYMENT TO BRITISH GAS 9816,reduced_rate
EON NEXT  ONLINE,reduced_rate
POS HSBC BANK FEES 572  PLC,exempt
card payroll transfer 3274  plc,outside_scope
amazon kindle 6450  direct,zero_rated
SQ *DIRECTOR DRAWINGS 966  PLC,outside_scope
card hsbc bank fees online store ref-4955,exempt
POS MICROSOFT 365 9282  LTD,standard_rate
IZ *UBER EATS 4406 BRISTOL PLC,standard_rate
HSBC BANK FEES 6935  STORE,exempt
SQ *INTRA ACCOUNT TRANSFER 6300 MANCHESTER ONLINE REF-7485,outside_scope
SQ *ALDI STORES  LTD,zero_rated
Iz *Director Drawings 2086 Birmingham Online,outside_scope
DD HSBC BANK FEES  STORE,exempt
POS QUICKBOOKS 7805  STORE,standard_rate
CARD LNER TICKETS 6330 BIRMINGHAM DIRECT,zero_rated
payment to amazon kindle  plc ref-2920,zero_rated
Pos Uber Eats London Ltd Ref-5175,standard_rate
Intra Account Transfer 3652  Ref-5769,outside_scope
DD STATIONERY STATION 8618  LTD REF-2513,standard_rate
POS AMAZON UK 2098  UK,standard_rate
CARD AVIVA INSURANCE 245 GLASGOW LTD,exempt
IZ *WESTMINSTER COUNCIL 3597  ONLINE,outside_scope
dd intra account transfer 9219  direct,outside_scope
Dd Adobe Creative  Ltd Ref-6794,standard_rate
CARD XERO SOFTWARE 951  DIRECT,standard_rate
Sq *Lner Tickets 5252 London Store,zero_rated
Sq *Linkedin Premium 7126 Leeds Ltd,standard_rate
POS AMAZON EU LONDON ONLINE,standard_rate
DD GOOGLE WORKSPACE 3980  REF-1432,standard_rate
CARD BRITISH GAS 7307,reduced_rate
Dd Eon Next Glasgow Ltd Ref-1464,reduced_rate
IZ *AMAZON UK ONLINE UK,standard_rate
POS TESCO STORES  LTD,zero_rated
PAYMENT TO WATERSTONES BRISTOL UK,zero_rated
Dd Payroll Transfer 3587  Plc Ref-5019,outside_scope
Card Lidl Gb 4109  Direct,zero_rated
POS ROYAL MAIL 955  DIRECT,exempt
BOOTS UK LONDON STORE,standard_rate
DELIVEROO 4478 MANCHESTER STORE,standard_rate
PAYMENT TO WESTMINSTER COUNCIL 8476 ONLINE LTD REF-7190,outside_scope
CARD HSBC BANK FEES LONDON STORE REF-1017,exempt
SQ *AMAZON KINDLE 7999 UK REF-4946,zero_rated
Sq *Linkedin Premium 5115 Glasgow,standard_rate
iz *google workspace 4655 london ref-3788,standard_rate
DD WESTMINSTER COUNCIL 4968 BRISTOL UK REF-9490,outside_scope
DD AMAZON KINDLE LONDON LTD,zero_rated
DD NATIONAL EXPRESS 8935 ONLINE STORE REF-4059,zero_rated
IZ *ROYAL MAIL 1034  PLC,exempt
Tesco Express 4315  Ltd Ref-1230,zero_rated
SQ *AMAZON UK 6727 UK STORE REF-5940,standard_rate
payment to amazon kindle 5645 manchester plc,zero_rated
payment to amazon uk london plc ref-8295,standard_rate
SQ *LINKEDIN PREMIUM 1159 MANCHESTER ONLINE,standard_rate
LNER TICKETS 984 UK UK REF-3902,zero_rated
SQ *MICROSOFT 365 8204 BRISTOL UK,standard_rate
Pos Amazon Eu 4604 Birmingham Ltd Ref-5018,standard_rate
Payment To Hmrc Shipley  Ltd,outside_scope
DD TESCO EXPRESS 6221  DIRECT,zero_rated
PAYMENT TO AMAZON UK 6851  LTD,standard_rate
dd amazon kindle 5567 bristol ltd,zero_rated
DD AMAZON UK 2545 ONLINE LTD,standard_rate
CARD NATIONAL EXPRESS 1872  DIRECT REF-1996,zero_rated
SQ *DIRECTOR DRAWINGS 8039 GLASGOW DIRECT,outside_scope
Dd Edf Energy  Plc Ref-2505,reduced_rate
PAYMENT TO HMRC PAYMENTS  LTD REF-4221,outside_scope
